"ResponseId","POINT_X","POINT_Y","ZIPCODE","AGE","GENDER","EDUCATION","HHINCOME","EMPLOYED","EMPLOYED_STUDENT","EMPLOYED_RETIRED","RACE","RACE_NATIVE","RACE_ASIAN","RACE_BLACK","RACE_MIDEAST","RACE_PACIFIC","RACE_WHITE","RACE_OTHER","RACE_HISPANIC","POLITICS","CONSERVATIVE","YEARS","PROPERTY","OWNERSHIP","PRIORITIZE_ENVIRON","RANK_ENVIRON","PRIORITY_ENVIRON","PRIORITY_ECONOMY","PRIORITY_INFRAST","PRIORITY_SOCSERV","PRIORITY_ACSNAT","PRIORITY_TRASH","PRIORITY_AIRQTY","PRIORITY_WTRQTY","PRIORITY_JOBINC","PRIORITY_WAGINC","PRIORITY_CSTLIV","PRIORITY_JOBDIV","PRIORITY_PEDCYC","PRIORITY_RODBRG","PRIORITY_UTILTY","PRIORITY_FLDPRT","PRIORITY_ACSEDU","PRIORITY_ACSHLT","PRIORITY_HOUSNG","PRIORITY_PUBTRN","NRELATEDNESS","NR_IMPPRT","NR_CONNCT","NR_SPIRIT","NR_NOTICE","NR_VACSPT","NR_AFFECT","PIDENTITY","PIDENTITY_IDENTY","PIDENTITY_SPCIAL","PIDENTITY_ATTCHD","SOLASTALGIA","SOLASTALGIA_BELONG","SOLASTALGIA_LOSSES","SOLASTALGIA_ASHAMD","SOLASTALGIA_DISAPR","SOLASTALGIA_UQLOSS","SOLASTALGIA_PEACEQ","SOLASTALGIA_DEGRAD","SOLASTALGIA_LFSTYL","SOLASTALGIA_FLEAVE","HOPEPATH_SELFEFF","HOPEPATH_RESPEFF","HOPEPATH_WAYFIX","HOPEPATH_KNOWLG","HOPEPATH_CANFIX","HOPEPATH_RESOLV","HOPEPATH_ENOUGH","SWELLBEING","MHI","MHI_SCORE","MHI_ANXIETY","MHI_DEPRESN","MHI_A1","MHI_A2","MHI_D1","MHI_D2","MHI_D3","LIFESATISFACTION","ECOANXIETY_SCORE","ECOANXIETY_CAT","ECOANXIETY_1","ECOANXIETY_2","ECOANXIETY_3","ECOANXIETY_4","ECOANXIETY_5","ECOANXIETY_6","ECOANXIETY_7","JUSTICE","JUSTICE_DIST","JUSTICE_PRO","JUSTICE_REC","JUSTICE_AGN","ATTITUDE_BAYLNK","ATTITUDE_BAYIMP","ATTITUDE_BIODIV","ATTITUDE_OPPSAT","ATTITUDE_SAFOUT","ATTITUDE_OUTWEL","ATTITUDE_SWMSAF","ATTITUDE_CHNGFW","ATTITUDE_CHNGRN","ATTITUDE_CHNGTP","ATTITUDE_CHNGHS","ATTITUDE_CCTHRT","GROUP_INVOLVEMENT","GROUP_ARTCLT","GROUP_ENVPRT","GROUP_HOANBH","GROUP_POLTCL","GROUP_SPIRIT","GROUP_CHLPAR","GROUP_SPORTS","ACTIVE_COUNT","PASSIVE_COUNT","ATTRACT_COUNT","ACTIVE_AVG","PASSIVE_AVG","ATTRACT_AVG","ACTIVITY_CMPHIK","ACTIVITY_PADBOT","ACTIVITY_SWIMDV","ACTIVITY_BWATCH","ACTIVITY_GARDEN","ACTIVITY_FISHNG","ACTIVITY_EXRCSO","ACTIVITY_RELAXO","ACTIVITY_PICNIC","ACTIVITY_PLYGND","ACTIVITY_ZOOAQU","ACTIVITY_LSNPRK","ACTIVITY_HSTSIT","ACTIVITY_BEACH","ACTIVITY_PIER","BEHAVIOR_FERTLZ","BEHAVIOR_WATER","BEHAVIOR_CLPPNG","BEHAVIOR_GRNINF","BEHAVIOR_NODRIV","BEHAVIOR_RECYCL","BEHAVIOR_PLNTFF","BEHAVIOR_RESTOR","BEHAVIOR_FERTLZweight","FERTLZ_SEASON_N","FERTLZ_SPRING","FERTLZ_SUMMER","FERTLZ_FALL","FERTLZ_WINTER","NORM_FERTLZ","NORM_WATER","NORM_CLPPNG","NORM_GRNINF","NORM_NODRIV","NORM_RECYCL","NORM_PLNTFF","NORM_RESTOR","FISH_LOCATN_N","FISH_LOC_SHORE","FISH_LOC_PIER","FISH_LOC_WATER","FISH_REASON_N","FISH_RSN_SPORT","FISH_RSN_RELAX","FISH_RSN_FOOD","FISH_RSN_SELL","FISH_RSN_WATCH","FISH_RSN_SOCIAL","KNOWLEDGE_WQTRND","KNOWLEDGE_NUTRNT","KNOWLEDGE_SOURCE","KNOWLEDGE_FRTSSN","KNOWLEDGE_SGLOSS","KNOWLEDGE_WQTRND_C","KNOWLEDGE_NUTRNT_C","KNOWLEDGE_SOURCE_C","KNOWLEDGE_FRTSSN_C","KNOWLEDGE_SGLOSS_C","KNOWLEDGE_POINTS","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_Pct","INFOSOURCES_N","INFO_TV","INFO_RADIO","INFO_PERIOD","INFO_SOCIAL","INFO_MAILE","INFO_GOV","INFO_NGO","INFO_PUBLIC","INFO_WORD","INFO_OWN","REFERRAL","AUDIENCE"
"R_30Xld9oCzJnpTVv",NA,NA,33605,"18 - 24","Female","High school diploma or GED","$25,000 - $49,999","Part-time",0,0,"Hispanic",0,0,0,0,0,0,0,1,"Neutral",0,"1 - 4 years","Apartment","Rent",0,"Bottom",2,3.25,2,3.25,2,2,2,2,4,3,4,2,2,2,2,2,3,4,3,3,1.83333333333333,2,3,2,1,1,2,2,2,2,2,1.85714285714286,0,1,2,2,1,2,2,3,3,1,2,1,1,2,2,2,0.833333333333333,1,5,3,2,2,1,1,1,0,0,8,"Mild",1,2,2,2,0,1,0,2.33333333333333,2,3,2,4,2,2,2,1,2,2,2,3,2,0,1,0,0.428571428571429,1,0,0,0,0,1,1,3,2,3,0.666666666666667,1.33333333333333,0.666666666666667,1,0,1,0,2,0,0,3,1,2,0,1,0,1,0,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Silica","Vehicle emissions","Winter (December - February)","Microplastics,Nutrient pollution",7,5,7,5,8,1.5,1.1,22,3,1,1,0,0,1,0,0,0,0,0,"Panel","Public"
"R_31380sboAUdkFQB",569142.25445,1279610.15468,33569,"25 - 34","Male","Associate degree","$50,000 - $74,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"5 - 9 years","Single-family home","Own",0,"Bottom",3,3.25,4,3,3,3,2,4,3,3,4,3,4,4,4,4,2,3,3,4,3.16666666666667,4,3,1,3,4,4,0.666666666666667,1,0,1,2.71428571428571,1,3,3,2,3,1,3,4,0,3,3.5,3,3,4,2,3,2.66666666666667,2.8,14,3,11,2,1,3,4,4,2,3,"Low",1,0,0,1,1,0,0,1.33333333333333,2,1,1,0,2,4,4,0,1,4,0,1,4,4,3,4,0.714285714285714,1,0,1,0,1,2,0,2,3,5,0.833333333333333,1,0.833333333333333,0,0,0,1,4,0,1,1,1,1,0,1,1,1,1,1,3,1,4,0,4,1,0,"A few times",1,0,0,1,0,2,2,2,-1,1,0,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature,Microplastics,Nutrient pollution",10,9,9,9,9,1.5,1.35,27,2,0,0,0,0,0,1,0,0,0,1,"Panel","Public"
"R_31EKFr9HOuK35yW",687159.991239,1352815.20636,33801,"55 - 64","Female","High school diploma or GED","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"20 years or more","Single-family home","Other",0,"Middle",2.5,3.25,2.25,1.75,3,2,3,2,4,3,4,2,3,2,2,2,2,2,3,0,1.16666666666667,0,1,0,2,1,3,1,1,1,1,2,3,1,3,4,2,2,2,0,0,2,1.5,2,2,2,3,1,1.83333333333333,2.2,11,4,7,3,1,1,2,4,0,6,"Mild",0,2,0,2,1,1,0,3.66666666666667,4,3,4,2,3,3,2,2,2,3,3,1,0,1,0,4,0.142857142857143,0,0,0,0,1,0,0,4,1,1,0.666666666666667,0.666666666666667,0.166666666666667,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,1,1,0,2,1,1,0,0,0,0,"Declined","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades",10,5,5,8,9,1.5,1.25,25,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_31ilAOIx8Qn8kWM",NA,NA,34610,"35 - 44","Male","Bachelor's degree","$25,000 - $49,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Mobile home","Own",0,"Bottom",1,3.25,2,2.25,0,0,1,3,2,4,4,3,2,2,2,2,4,1,2,2,1.83333333333333,1,1,2,2,3,2,1,1,1,1,2.57142857142857,1,4,3,3,2,1,3,2,3,2.5,4,4,1,4,3,4,3.5,3.8,19,7,12,4,3,3,4,5,2,5,"Mild",1,0,1,1,0,1,1,2.33333333333333,3,1,3,0,3,2,2,4,3,4,0,1,2,2,0,4,0.285714285714286,0,0,0,1,0,1,0,4,3,4,1,2.33333333333333,0.833333333333333,1,0,0,1,3,1,3,3,1,2,0,1,0,1,1,NA,NA,NA,NA,0,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"Declined","Carbon","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature,Nutrient pollution",8,1,7,0,4,1.5,0.2,4,6,0,0,1,1,0,1,1,0,0,1,"Panel","Public"
"R_31LZN8373CgUvPl",NA,NA,33813,"35 - 44","Female","Associate degree","$75,000 - $99,999","Unemployed",1,0,"White",0,0,0,0,0,1,0,0,"Slightly conservative",1,"20 years or more","Single-family home","Own",0,"Middle",2.25,2.5,2.5,2,2,1,3,3,2,2,3,3,2,3,2,3,3,1,2,2,1.83333333333333,3,3,0,2,0,3,3,3,3,3,2.28571428571429,2,3,2,2,2,4,2,1,3,1.5,3,2,1,3,2,3,2.66666666666667,2.8,14,4,10,2,2,2,4,4,2,0,"Low",0,0,0,0,0,0,0,2.33333333333333,3,2,2,2,3,3,2,3,3,3,4,0,0,1,0,2,1,1,0,0,0,2,2,2,4,3,6,1.33333333333333,3.66666666666667,2,1,2,3,0,0,2,4,4,3,3,1,2,1,3,2,2,2,3,0,3,4,1,1,"4",3,1,1,1,0,1,1,0,1,0,0,1,0,3,1,1,1,1,0,0,0,0,1,0,"Remained about the same","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature",10,2,5,0,2,1,0,0,6,0,1,0,1,1,1,0,0,1,1,"Panel","Public"
"R_32DeheBsCOHBe0L",494975.942752,1129546.83588,34203,"65 or older","Male","High school diploma or GED","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"20 years or more","Mobile home","Own",0,"Bottom",0.75,1,1.5,1.75,1,0,0,2,1,1,2,0,0,2,2,2,1,2,2,2,1.33333333333333,1,1,2,1,2,1,1.66666666666667,1,3,1,0.142857142857143,0,0,0,0,0,1,0,0,0,1.5,4,1,2,4,3,4,3.83333333333333,4,20,8,12,5,3,3,4,5,3,5,"Mild",0,1,1,1,0,1,1,4,4,4,4,4,3,2,1,3,3,4,4,0,0,0,0,0,0.428571428571429,0,0,1,0,2,0,0,2,3,5,0.333333333333333,2,1.83333333333333,0,0,0,1,1,0,4,1,1,4,0,4,1,1,1,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Increased ocean temperature",8,8,8,8,8,3,2.4,48,2,1,0,0,0,1,0,0,0,0,0,"Panel","Public"
"R_32KYYqmbJoObzp5",NA,NA,33618,"18 - 24","Male","Doctoral degree","$25,000 - $49,999","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"20 years or more","Single-family home","Own",1,"Top",3.5,2.5,1.25,3,4,3,4,3,1,4,2,3,1,1,1,2,2,3,4,3,3.5,4,2,3,4,4,4,3.33333333333333,4,4,2,2.57142857142857,3,1,3,4,2,3,4,1,2,4,0,4,4,0,3,0,3,2.8,14,8,6,3,5,4,0,2,4,16,"Severe",3,0,3,2,3,3,2,1.33333333333333,1,0,3,4,1,4,3,4,4,1,0,3,2,3,4,3,1.57142857142857,2,1,2,2,0,2,2,6,3,6,3.33333333333333,3,3.16666666666667,4,3,2,3,4,4,3,4,2,1,3,4,4,3,4,4,4,3,3,4,4,4,3,"Multiple times per week",1,1,0,0,0,1,0,2,2,1,2,-1,0,1,1,0,0,1,0,0,1,0,0,0,"Improved","Carbon","Wastewater","Spring (March - May)","Increased ocean temperature",8,10,9,8,7,1,0.8,16,5,0,1,1,1,0,0,0,1,0,0,"Panel","Public"
"R_32KzsUmYzibESuY",NA,NA,33534,"45 - 54","Female","Vocational or Trade School degree","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Mobile home","Rent",0,"Bottom",2.75,3.25,3.75,4,0,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,1.66666666666667,1,1,1,3,3,1,2.33333333333333,1,4,2,2.85714285714286,0,0,4,4,4,4,4,0,4,2.5,0,4,1,0,1,0,4.16666666666667,4.4,22,9,13,5,4,4,4,5,3,0,"Low",0,0,0,0,0,0,0,0.333333333333333,1,0,0,0,0,4,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.166666666666667,1.66666666666667,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,NA,NA,NA,NA,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Industrial discharges into the bay","Fall (October - November)","Increased ocean temperature",10,0,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_32lNenILrJvfpKb",508555.541103,1333212.70156,33604,"18 - 24","Male","Bachelor's degree","$100,000 or more","Unemployed",1,0,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Single-family home","Own",1,"Top",3.75,3,2.75,3.75,3,4,4,4,3,4,2,3,4,2,2,3,3,4,4,4,2,2,3,1,2,1,3,3,3,4,2,3,2,4,3,4,2,3,3,2,3,2,2,2,2,4,4,0,1.66666666666667,1.6,8,4,4,3,1,1,2,1,2,8,"Mild",1,1,1,1,2,2,0,1.66666666666667,1,2,2,0,4,3,3,3,3,3,1,2,2,4,4,4,0.428571428571429,0,0,0,1,0,2,0,6,3,5,1.16666666666667,2,1,1,1,2,1,1,1,4,1,1,0,1,1,1,2,1,0,2,1,0,1,4,4,1,NA,NA,NA,NA,NA,NA,1,0,2,2,-1,0,0,0,1,1,0,0,3,1,1,0,0,1,0,"Declined","Phosphorus","Industrial discharges into the bay","Spring (March - May)","Boat propeller blades,Increased ocean temperature,Nutrient pollution",6,4,9,5,7,0.5,0.35,7,2,1,0,0,0,0,0,0,0,0,1,"Panel","Public"
"R_32P86qc4Us3U4mS",429855.675026,1245963.7565,33707,"35 - 44","Female","Vocational or Trade School degree","$50,000 - $74,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Apartment","Rent",0,"Middle",2.75,3.25,2.5,3.25,2,4,2,3,3,3,4,3,2,3,2,3,3,4,3,3,1.5,1,2,1,3,0,2,3.66666666666667,4,3,4,1.14285714285714,0,1,1,3,1,1,1,0,3,1,3.5,1,1,4,1,3,2.16666666666667,2.4,12,6,6,5,1,2,2,2,1,10,"Moderate",2,2,1,2,1,2,0,2.33333333333333,3,2,2,1,1,3,2,1,2,4,3,0,0,0,0,1,0.142857142857143,0,0,0,0,0,1,0,4,3,5,0.833333333333333,2,1.5,1,1,1,0,0,2,1,3,2,4,1,1,0,2,1,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,0,3,1,1,0,0,1,0,"Declined","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Microplastics,Nutrient pollution",8,7,7,7,9,1.5,1.15,23,5,1,1,1,0,0,0,0,0,1,0,"Panel","Public"
"R_3371SeX9lJNjXFw",NA,NA,33511,"18 - 24","Male","Bachelor's degree","$25,000 - $49,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"5 - 9 years","Single-family home","Own",1,"Top",3.25,2.5,1.25,2,4,3,3,3,3,3,1,3,0,3,1,1,3,1,1,3,2.16666666666667,4,2,0,3,2,2,2.33333333333333,4,2,1,2.42857142857143,3,3,4,3,3,1,2,1,2,2,2.5,3,1,3,2,2,2.83333333333333,2.6,13,1,12,0,1,4,3,5,4,9,"Mild",3,2,1,2,1,0,0,2.33333333333333,1,2,4,3,2,1,2,3,4,1,2,1,1,1,2,2,1,2,2,1,0,1,1,0,2,2,3,0.333333333333333,2,1.5,1,0,1,0,0,0,3,3,0,3,0,3,0,3,0,0,3,1,3,0,0,3,0,NA,NA,NA,NA,NA,NA,2,2,1,-2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Phosphorus","Stormwater runoff","Fall (October - November)","Microplastics",9,9,9,9,10,2,1.8,36,1,0,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_337jaUZMKTelaSQ",NA,NA,33541,"65 or older","Female","Did not complete high school","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Mobile home","Rent",0,"Bottom",1.75,3,2.5,3.25,2,1,2,2,3,3,3,3,4,2,2,2,2,4,4,3,3.33333333333333,2,3,3,4,4,4,3.66666666666667,3,4,4,3.85714285714286,4,4,3,4,4,4,4,4,4,1,0.5,1,1,0,1,1,0.833333333333333,1,5,1,4,1,0,1,2,1,0,12,"Moderate",1,3,3,2,1,1,1,1,1,1,1,0,1,4,4,1,3,2,3,1,0,2,2,1,0.142857142857143,0,0,0,0,1,0,0,2,3,2,0.5,1,0.333333333333333,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Silica","Stormwater runoff","Spring (March - May)","Boat propeller blades,Increased ocean temperature,Nutrient pollution",5,1,4,6,7,1.5,0.75,15,2,0,0,0,0,0,0,0,0,1,1,"Panel","Public"
"R_3380h0ysNSl2tLd",454525.115763,1356281.08111,33626,"45 - 54","Male","Bachelor's degree","$25,000 - $49,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"10 - 19 years","Townhome or duplex","Own",0,"Bottom",2.5,2.5,2.5,3,2,3,1,4,2,3,3,2,2,2,2,4,3,3,4,2,3.16666666666667,4,4,4,4,0,3,2.33333333333333,2,2,3,1.85714285714286,0,2,0,4,3,0,2,2,1,1,4,1,1,4,3,4,2,2.2,11,4,7,2,2,2,2,3,1,7,"Mild",0,2,2,2,0,0,1,2.66666666666667,3,2,3,4,4,4,4,3,3,4,4,0,0,2,1,4,0.571428571428571,0,0,2,1,1,0,0,4,2,6,1.66666666666667,2,1.83333333333333,0,1,1,4,4,0,3,3,0,4,1,1,1,2,2,0,3,0,0,0,4,4,1,NA,NA,NA,NA,NA,NA,0,0,1,0,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Nitrogen","Stormwater runoff","Spring (March - May)","Increased ocean temperature,Nutrient pollution",6,6,5,4,6,3.5,2,40,5,1,0,1,0,0,0,0,0,1,1,"Panel","Public"
"R_33ew8cgJNRkCsFl",NA,NA,33606,"35 - 44","Female","Bachelor's degree","$100,000 or more","Full-time",0,0,"Asian",0,1,0,0,0,0,0,0,"Slightly liberal",-1,"1 - 4 years","Apartment","Own",0,"Middle",2.25,2.25,2.75,1.5,2,2,2,3,2,2,3,2,2,3,3,3,0,3,1,2,2.66666666666667,3,3,1,3,3,3,1.33333333333333,1,2,1,0.857142857142857,1,2,0,1,1,0,1,1,2,2,3.5,2,2,4,3,3,3.5,3.6,18,7,11,4,3,2,4,5,3,4,"Low",1,0,1,1,0,1,0,3,4,2,3,4,4,3,3,2,2,4,3,2,2,3,0,2,0.142857142857143,0,0,0,0,0,0,1,4,3,6,0.833333333333333,2.33333333333333,1.5,1,2,1,0,1,0,3,2,2,2,1,1,1,2,2,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Carbon","Vehicle emissions","Summer (June - September)","Microplastics",2,3,5,1,2,1,0.1,2,6,0,1,1,0,0,0,1,0,1,1,"Panel","Public"
"R_33gBblyYg4RriYc",566543.236434,1323449.28408,33584,"65 or older","Male","Vocational or Trade School degree","Less than $25,000","Unemployed",0,1,"Other",1,0,0,0,0,0,0,0,"Strongly conservative",3,"20 years or more","Single-family home","Own",0,"Middle",2,2.5,2,0.75,2,3,2,1,3,2,4,1,1,3,2,2,1,1,1,0,1.66666666666667,1,1,0,3,3,2,1.66666666666667,3,1,1,1.14285714285714,2,1,0,2,1,3,1,0,2,0.5,3,1,0,2,1,4,4,4.2,21,9,12,5,4,3,4,5,3,2,"Low",0,0,0,1,0,1,0,2.66666666666667,4,2,2,1,2,2,1,2,0,3,1,0,2,2,1,0,0.857142857142857,0,0,1,2,1,1,1,5,2,4,1,1,0.833333333333333,1,0,1,2,1,1,0,1,2,0,1,2,0,1,1,1,1,0,0,0,1,1,1,"A few times",1,1,0,0,0,2,2,1,2,2,0,0,2,1,1,0,0,1,1,0,0,0,0,0,"Remained about the same","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades,Nutrient pollution",9,8,9,8,10,2,1.8,36,4,1,0,0,1,0,0,0,0,1,1,"Panel","Public"
"R_359WmQNO2qP12xz",648640.814023,1390519.46059,33810,"35 - 44","Male","High school diploma or GED","Less than $25,000","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Single-family home","Rent",1,"Top",3.5,2.5,2,1.75,3,3,4,4,1,2,3,4,3,1,0,4,3,3,1,0,4,4,4,4,4,4,4,4,4,4,4,3.57142857142857,2,1,4,4,4,4,4,4,4,4,0.5,4,4,0,4,1,3.5,3.4,17,8,9,4,4,5,2,2,4,6,"Mild",2,0,0,1,3,0,0,1.66666666666667,1,0,4,3,0,4,4,2,4,2,3,1,1,1,4,4,0.428571428571429,2,1,0,0,0,0,0,6,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,4,0,1,"2",3,1,1,1,0,-2,-2,0,-2,0,1,-1,-1,3,1,1,1,4,0,1,1,0,1,1,"Declined","Phosphorus","Stormwater runoff","Winter (December - February)","Increased ocean temperature",6,7,10,10,10,1,1,20,5,1,1,0,1,0,0,0,1,0,1,"Panel","Public"
"R_365MWI7ttf35gXg",NA,NA,33812,"65 or older","Male","Doctoral degree","$100,000 or more","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Strongly conservative",3,"20 years or more","Single-family home","Own",1,"Top",2.5,2,2.25,2,3,2,2,3,2,2,2,2,3,3,2,1,3,2,1,2,2.16666666666667,3,2,1,4,2,1,4,4,4,4,2,1,2,0,2,3,1,4,2,3,1.5,1.5,2,1,2,1,1,4.33333333333333,4.4,22,9,13,5,4,4,5,4,4,2,"Low",0,0,0,0,1,0,1,2.33333333333333,4,1,2,1,4,4,2,4,3,4,4,1,1,1,0,0,0.285714285714286,0,0,0,0,2,0,0,3,3,5,0.666666666666667,1.66666666666667,1.66666666666667,0,1,0,2,1,0,3,1,1,0,2,2,2,2,2,1,1,0,0,0,3,1,0,"A few times",1,1,0,0,0,1,2,1,0,0,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Wastewater","Spring (March - May)","Nutrient pollution",10,6,5,3,7,0.5,0.35,7,5,1,0,1,1,0,0,0,0,0,1,"Panel","Public"
"R_368RoxTEgF5s5mc",NA,NA,33801,"65 or older","Female","Vocational or Trade School degree","$100,000 or more","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"20 years or more","Apartment","Rent",1,"Top",1,0.75,0.75,0.5,1,2,0,1,0,0,3,0,0,2,0,1,0,2,0,0,0.833333333333333,1,1,1,2,0,0,1.66666666666667,2,1,2,0.428571428571429,0,1,0,0,1,1,0,0,1,0,3,0,0,3,0,3,3.33333333333333,3.6,18,6,12,3,3,3,4,5,2,0,"Low",0,0,0,0,0,0,0,3.66666666666667,4,4,3,3,3,0,0,2,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Stormwater runoff","Summer (June - September)","Boat propeller blades,Microplastics",5,3,5,0,5,2.5,0.75,15,1,0,0,0,0,0,0,0,0,0,1,"Panel","Public"
"R_36ludzRc7wSBSwI",NA,NA,33813,"65 or older","Male","High school diploma or GED","$25,000 - $49,999","Part-time",0,0,"White",0,0,0,0,0,1,0,0,"Strongly conservative",3,"20 years or more","Single-family home","Own",1,"Top",2.5,2.25,2,2.25,2,2,3,3,2,2,3,2,2,2,2,2,3,3,2,1,3.83333333333333,4,4,4,4,3,4,3.33333333333333,4,3,3,2.71428571428571,1,3,1,4,3,3,3,2,0,2.5,2.5,3,2,4,2,1,4.5,4.6,23,9,14,5,4,4,5,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,3,0,4,3,2,2,4,1,1,0,1,0,1,0.142857142857143,0,0,0,0,1,0,0,4,3,6,2,2.33333333333333,1.5,3,0,0,4,4,1,3,3,1,1,1,2,1,2,2,1,3,0,0,0,4,1,0,"A few times",1,1,0,0,0,-2,-2,2,0,0,0,-2,0,1,0,1,0,2,1,1,0,0,0,0,"Declined","Phosphorus","Stormwater runoff","Summer (June - September)","Nutrient pollution",10,5,7,7,6,2.5,1.7,34,2,1,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_370DxZSSdg0ExRT",NA,NA,33712,"25 - 34","Male","High school diploma or GED","$25,000 - $49,999","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Neutral",0,"20 years or more","Single-family home","Own",1,"Top",4,2.75,3.5,3.5,4,4,4,4,2,2,4,3,4,4,3,3,2,4,4,4,3,4,3,2,3,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,2,4,4,4,4,0,4.83333333333333,4.8,24,9,15,4,5,5,5,5,5,0,"Low",0,0,0,0,0,0,0,2.66666666666667,2,4,2,4,4,4,4,4,4,4,0,1,0,0,0,2,1.14285714285714,0,1,2,0,1,2,2,4,3,6,0.833333333333333,2,1.5,2,0,1,1,0,1,1,4,1,3,1,1,1,2,1,2,3,1,2,1,2,1,1,"4",1,0,1,0,0,0,0,0,0,1,2,-2,-1,1,0,1,0,2,1,1,0,0,0,0,"Declined","Nitrogen","Wastewater","Spring (March - May)","Nutrient pollution",10,10,10,10,10,1.5,1.5,30,1,0,0,0,0,0,1,0,0,0,0,"Panel","Public"
